TA	Input1	Input2	Input3	Ctrl1	Ctrl2	Ctrl3	CI1	CI2	CI3	RI1	RI2	RI3
402828	1	1	1	1	1	1	1	2	1	1	1	1
3903873	1	1	1	1	1	1	1	2	1	1	1	1
3892312	1	1	1	1	1	1	1	2	1	1	1	1
3885889	1	1	1	1	1	1	1	2	1	1	1	1
3785745	3	1	1	1	1	1	1	2	1	1	1	1
3745634	1	1	1	1	1	1	1	2	1	1	1	1
37342	1	1	1	1	1	1	1	2	1	1	1	1
3546321	1	1	1	1	1	1	1	2	1	1	1	2
3535205	1	1	1	1	1	1	1	2	1	1	1	1
3471074	1	1	1	1	1	1	1	2	1	1	1	1
3435196	1	1	1	3	1	1	1	2	2	1	1	1
3424320	1	1	1	1	1	47	1	2	1	1	1	1
3404919	1	1	1	1	1	60	1	2	1	1	1	1
33040	1	1	1	1	1	1	1	2	1	1	1	1
3233470	1	1	1	1	1	1	1	2	1	1	1	1
3230954	1	1	1	1	1	1	1	2	1	1	1	1
3017195	1	1	1	1	1	1	1	2	1	1	1	1
2990398	1	1	1	1	1	1	1	2	1	1	1	1
2763088	1	1	2	1	1	1	1	2	1	1	1	1
2625448	1	1	1	1	1	1	1	2	1	1	1	1
2597183	1	1	1	1	1	1	1	2	1	1	1	1
2543688	1	1	1	1	1	1	1	2	1	1	1	1
2509088	1	1	1	1	1	1	1	2	1	1	1	1
2497030	1	1	1	1	1	1	1	2	1	1	1	1
2397548	1	1	1	1	1	1	1	2	1	1	1	1
2382749	1	1	1	1	1	1	1	2	1	1	1	1
2321887	1	1	1	1	1	1	1	2	1	1	1	3
222053	3	2	1	2	1	2	1	2	1	2	1	4
2097035	1	1	1	1	1	1	1	2	1	1	1	1
2085358	1	1	1	1	1	1	1	2	1	1	1	1
206987	1	1	1	1	1	1	1	2	1	1	1	1
2063324	1	1	1	1	1	1	1	2	1	1	2	1
2061238	1	1	1	1	1	1	1	2	1	1	1	1
2016955	1	1	1	1	1	1	1	2	1	1	1	1
1954415	2	1	1	1	1	1	1	2	1	1	1	1
1914996	1	1	1	2	1	1	1	2	1	1	1	1
1837351	1	1	1	1	1	1	1	2	1	2	1	1
1820966	1	2	4	1	1	1	1	2	2	2	2	2
1819289	1	1	1	1	2	1	1	2	1	1	1	1
1786969	2	1	1	1	1	1	1	2	1	1	1	1
1773176	1	1	1	2	1	1	1	2	1	2	1	1
1728753	1	1	1	1	1	1	1	2	1	1	1	1
1689457	1	1	1	1	1	1	1	2	1	1	1	1
1614396	1	1	1	1	1	1	1	2	1	1	1	1
1602454	1	1	1	1	1	1	1	2	1	1	1	1
1598361	1	1	1	1	1	1	1	2	1	2	1	1
1589442	1	1	1	1	1	1	1	2	1	1	1	1
1562837	1	1	1	1	1	1	1	2	1	1	1	1
1542918	1	1	1	1	1	2	1	2	1	1	1	1
1442639	1	1	1	1	1	1	1	2	1	1	1	1
1422574	1	1	1	1	1	1	1	2	1	1	1	1
1190990	1	1	1	1	1	1	1	2	1	1	1	1
1184973	1	1	1	1	1	1	1	2	1	1	1	1
115865	1	1	1	1	1	1	1	2	1	1	1	1
1151293	1	1	1	1	1	1	1	2	1	1	1	1
1141806	1	1	1	1	1	1	1	2	1	1	1	1
10827	1	1	1	1	1	1	1	2	1	1	1	1
970596	1	1	1	1	1	1	1	1	1	1	1	1
955783	1	1	1	1	1	1	1	1	1	1	1	1
953263	1	1	1	1	1	1	1	1	1	1	1	1
929621	1	1	1	1	1	1	1	1	1	1	1	1
915926	1	1	1	1	1	1	1	1	1	1	1	1
911403	1	1	1	2	1	1	1	1	1	1	1	1
901915	1	1	1	1	1	1	1	1	1	1	1	1
900122	1	1	1	1	1	1	1	1	1	1	1	1
897847	1	1	1	1	1	1	1	1	1	1	1	1
89147	1	1	1	1	1	1	1	1	1	1	1	1
890704	1	1	1	1	1	1	1	1	1	1	1	1
881261	1	1	1	2	1	2	1	1	1	1	1	1
878246	1	1	1	1	1	1	1	1	1	1	1	1
868408	1	1	1	1	1	1	1	1	1	1	1	1
863204	1	1	1	1	1	1	1	1	1	1	1	1
852235	1	1	1	1	1	1	1	1	1	1	1	1
849991	1	1	1	1	1	1	1	1	1	1	1	1
843956	2	1	1	1	1	1	1	1	1	1	1	1
821240	1	1	1	1	1	1	1	1	1	1	1	1
789273	1	1	1	1	1	1	1	1	1	1	1	1
771184	1	1	1	1	1	9	1	1	1	1	1	2
769924	1	1	1	1	1	1	1	1	1	1	1	1
711876	1	1	1	1	1	1	1	1	1	1	1	1
658617	1	1	1	1	1	1	1	1	1	1	1	1
652434	1	1	1	1	1	1	1	1	1	1	1	1
64936	1	1	1	1	1	1	1	1	1	1	1	1
625540	1	1	1	1	1	1	1	1	1	1	1	1
579738	1	1	1	2	1	1	1	1	2	1	2	3
573714	1	1	1	1	1	1	1	1	1	1	1	1
568127	1	1	1	1	1	1	1	1	1	1	1	1
567325	1	1	1	1	1	1	1	1	1	1	1	1
556405	1	1	1	1	1	1	1	1	1	1	1	1
552689	1	1	1	1	1	1	1	1	1	1	1	1
551758	1	1	1	1	1	1	1	1	1	1	1	1
546831	1	1	1	2	1	1	1	1	1	1	1	1
470487	1	1	1	1	1	1	1	1	1	1	1	1
440154	1	1	1	1	1	1	1	1	1	1	1	1
4342864	1	1	1	1	1	1	1	1	1	1	1	1
4340015	1	1	1	1	1	1	1	1	1	1	1	1
4318484	1	1	1	1	1	1	1	1	1	1	1	1
430476	1	1	1	1	1	1	1	1	1	1	1	1
4299265	1	1	1	1	1	1	1	1	1	1	1	1
4296726	1	1	1	1	1	1	1	1	1	1	1	1
4287283	1	1	1	1	1	1	1	1	1	1	1	1
4271174	1	1	1	1	1	2	1	1	2	1	1	2
4269476	1	1	1	1	1	1	1	1	2	1	1	1
426518	2	1	1	1	1	1	1	1	1	1	1	1
4231540	1	1	1	1	1	1	1	1	1	1	1	1
4184793	1	1	1	1	1	1	1	1	1	1	1	1
4171671	1	1	1	1	1	1	1	1	1	1	1	1
4162559	1	1	1	1	1	1	1	1	1	1	1	1
4154416	1	1	1	1	1	1	1	1	1	1	1	1
4145916	1	1	1	1	1	1	1	1	1	1	1	1
4131421	1	1	1	1	1	1	1	1	2	1	1	1
4073484	1	1	1	2	1	1	1	1	1	1	1	1
4049408	1	1	1	1	1	1	1	1	1	2	1	1
4042996	2	1	1	2	1	1	1	1	2	1	1	1
4037987	1	1	1	1	1	1	1	1	1	1	1	1
4036726	1	1	1	1	1	1	1	1	1	1	1	1
402638	1	1	1	1	1	1	1	1	1	1	1	1
4010012	1	1	1	1	1	1	1	1	1	1	1	1
3973653	1	1	1	1	1	1	1	1	1	1	1	1
3945072	1	1	1	1	1	1	1	1	1	1	1	1
3929347	1	1	1	3	1	1	1	1	1	1	1	1
3924775	1	1	1	1	1	1	1	1	1	1	1	1
3919274	1	1	1	1	1	1	1	1	1	1	1	2
3896320	1	1	1	1	1	1	1	1	1	3	1	1
3894594	1	1	1	1	1	1	1	1	1	1	1	1
3893758	1	1	1	1	1	1	1	1	1	1	1	1
3883203	1	1	1	1	1	1	1	1	1	1	1	1
3882872	1	1	1	1	1	1	1	1	1	1	1	1
383775	1	1	1	1	1	1	1	1	1	1	1	1
3831674	1	1	1	1	1	1	1	1	1	1	1	1
3787079	1	1	1	1	1	1	1	1	1	1	1	1
3782115	1	1	2	2	1	1	1	1	1	1	1	2
3776047	1	1	1	1	1	1	1	1	1	1	1	1
3768943	7	1	1	1	1	1	1	1	1	1	1	3
3755636	1	1	1	1	1	1	1	1	1	1	1	1
3750770	1	1	1	1	1	1	1	1	1	1	1	1
3749846	1	1	1	1	1	1	1	1	1	1	1	1
3744108	1	1	1	2	3	1	1	1	1	1	1	1
3742367	1	1	1	1	1	1	1	1	1	1	1	1
3731656	1	1	1	3	1	1	1	1	1	1	1	1
3689843	1	1	1	1	1	1	1	1	1	1	1	1
3681027	1	1	1	2	1	1	1	1	1	1	1	1
3677908	1	1	1	1	1	1	1	1	1	1	1	1
3655722	1	1	1	1	1	1	1	1	1	2	1	1
3655483	1	1	1	1	1	1	1	1	1	1	1	1
3641828	1	1	2	1	1	1	1	1	1	1	1	1
3635229	1	1	1	2	1	1	1	1	1	2	1	1
3620155	1	1	1	1	1	1	1	1	1	1	1	1
36173	1	1	1	1	1	1	1	1	1	1	1	1
360353	1	1	1	1	1	1	1	1	1	1	1	1
3596216	2	1	1	1	1	1	1	1	1	1	1	1
3563856	1	1	1	1	1	1	1	1	1	1	1	1
3558009	1	1	1	1	1	1	1	1	1	1	1	1
3540298	1	1	1	1	1	1	1	1	1	1	1	1
3473395	1	1	1	1	1	1	1	1	1	1	1	1
3471513	1	1	1	1	1	1	1	1	1	1	1	2
3458000	1	1	1	1	1	1	1	1	1	1	1	1
3450968	1	1	1	1	1	1	1	1	1	1	1	1
3435187	1	1	1	1	1	1	1	1	1	1	1	1
3385616	1	1	1	1	1	1	1	1	1	1	1	1
3314715	1	1	1	1	1	1	1	1	1	1	1	1
3302901	1	1	1	1	1	2	1	1	1	2	1	1
3302534	2	1	1	1	1	1	1	1	1	1	1	1
3300006	1	1	1	1	1	1	1	1	1	1	1	1
3294670	1	1	1	1	1	1	1	1	1	1	1	1
3287069	1	1	1	1	1	1	1	1	1	1	1	1
3277564	1	1	2	1	1	1	1	1	1	1	1	2
3268919	18	2	11	3	1	1	1	1	1	5	2	1
3248137	3	2	1	1	1	1	1	1	1	1	1	1
3232040	1	1	1	1	1	1	1	1	1	1	1	1
322324	2	1	1	1	1	1	1	1	1	1	1	1
3211506	1	1	1	1	1	1	1	1	1	1	1	1
3198441	1	1	1	1	1	1	1	1	1	1	1	1
318144	1	1	1	1	1	1	1	1	1	1	1	1
3162583	1	1	1	2	1	1	1	1	1	1	1	3
3156610	1	1	1	1	1	1	1	1	1	1	1	1
3151023	1	1	1	1	1	1	1	1	1	2	1	1
3117084	1	1	1	1	1	1	1	1	1	1	1	1
311576	1	1	1	1	1	1	1	1	1	1	1	1
3102298	1	1	1	1	1	1	1	1	1	2	1	1
3042179	1	1	1	1	1	1	1	1	1	1	1	1
3033472	1	1	1	1	1	1	1	1	1	1	1	1
3015855	1	1	2	1	2	1	1	1	1	2	1	1
3013523	1	1	1	1	1	1	1	1	1	1	1	1
3009923	1	1	1	1	1	1	1	1	1	1	1	1
2978677	1	1	1	1	1	1	1	1	1	1	1	1
2953707	1	1	1	1	1	1	1	1	1	1	1	1
2940997	1	1	1	1	1	1	1	1	1	1	1	1
2922339	1	1	1	1	1	1	1	1	1	1	1	1
2916379	1	1	1	1	1	1	1	1	1	1	1	1
291393	1	1	1	1	1	1	1	1	1	1	1	1
2905169	1	1	1	1	1	1	1	1	1	1	1	1
2878009	1	1	1	1	1	1	1	1	1	1	1	1
2869942	1	1	1	1	1	1	1	1	1	1	1	1
2864986	1	1	1	1	1	1	1	1	1	1	1	1
2848657	1	1	1	1	1	1	1	1	1	1	1	1
2838439	1	1	1	1	1	1	1	1	1	1	1	1
2823686	1	1	1	1	1	1	1	1	1	1	1	1
281011	1	1	1	1	1	1	1	1	1	1	1	1
2799467	1	1	1	1	1	1	1	1	1	1	1	1
2792120	1	1	1	1	1	1	1	1	1	1	1	1
2789623	1	1	1	1	1	1	1	1	1	1	1	1
2777389	1	1	1	1	1	1	1	1	1	1	1	1
2761782	1	1	1	1	1	1	1	1	1	1	1	1
2725517	2	2	2	6	1	1	1	1	1	4	3	1
2715858	1	1	1	1	1	1	1	1	3	1	1	1
2712546	1	1	1	1	1	1	1	1	1	1	1	1
2698063	1	1	1	1	1	1	1	1	1	1	1	1
269325	1	1	1	1	1	1	1	1	1	1	1	1
2685591	1	1	1	1	1	1	1	1	1	1	1	1
2669823	1	1	1	1	1	1	1	1	1	1	1	1
2668940	1	1	1	1	1	1	1	1	1	1	1	1
2654257	2	2	1	1	1	2	1	1	1	2	1	1
2628602	1	1	2	1	1	1	1	1	2	1	1	1
2625966	1	1	1	1	1	1	1	1	1	1	1	1
2615374	1	1	1	1	1	2	1	1	1	1	1	1
2614293	1	1	1	1	1	1	1	1	1	1	1	1
2612634	1	1	1	1	1	1	1	1	1	1	1	1
2604760	1	1	1	1	1	1	1	1	1	1	1	1
2602299	1	1	1	1	1	1	1	1	1	1	1	1
2593097	1	1	1	1	1	1	1	1	1	1	1	1
2578471	1	1	1	1	1	1	1	1	1	1	1	1
257847	1	1	1	1	1	1	1	1	1	1	1	1
2576478	1	1	1	1	1	1	1	1	1	1	1	1
2575482	1	1	1	1	1	1	1	1	1	1	1	1
256958	1	1	1	1	1	1	1	1	1	1	1	1
2529897	1	1	1	1	1	1	1	1	1	1	1	1
2527615	1	1	1	1	1	1	1	1	1	1	1	1
2445998	1	1	1	1	1	1	1	1	1	1	1	1
2445923	1	1	1	1	1	1	1	1	1	1	1	1
2386743	1	1	1	1	1	1	1	1	1	1	1	1
2383676	1	1	1	1	1	1	1	1	1	1	1	1
2381873	1	1	1	1	1	1	1	1	1	1	1	1
2381227	1	1	1	1	1	1	1	1	1	1	1	1
2379928	1	1	1	1	1	1	1	1	1	1	1	1
2379112	1	1	1	1	1	1	1	1	1	1	1	1
2355054	2	1	1	1	1	1	1	1	1	1	1	1
2349531	1	1	1	1	1	1	1	1	1	1	1	1
2322700	1	1	1	1	1	1	1	1	1	1	3	1
2311021	1	1	1	1	1	1	1	1	1	1	1	1
2307678	1	1	1	1	1	2	1	1	1	1	1	2
2307372	1	1	1	1	1	1	1	1	1	2	1	1
228742	1	1	3	1	1	1	1	1	1	1	1	1
2258759	1	1	1	1	1	1	1	1	1	1	1	1
2229759	1	1	1	1	1	15	1	1	1	1	1	1
2224949	1	1	1	1	1	1	1	1	1	1	1	1
2217380	1	1	1	1	1	1	1	1	1	1	1	1
2213551	1	1	1	1	1	1	1	1	1	1	1	1
2176364	1	1	1	1	1	1	1	1	1	1	1	1
2158515	1	1	1	1	1	1	1	1	1	1	1	1
2156598	1	1	1	2	1	1	1	1	1	1	1	2
2142143	1	1	1	1	1	1	1	1	1	1	1	1
2121837	1	1	1	1	1	1	1	1	1	1	1	1
2096620	7	6	14	9	6	1	1	1	1	5	1	13
2084696	1	1	1	1	1	1	1	1	1	1	1	1
2072647	1	1	1	1	1	1	1	1	1	1	1	1
2069871	1	1	1	1	1	1	1	1	1	1	1	1
2055487	1	1	1	1	1	1	1	1	1	1	1	1
2041931	1	1	1	1	1	1	1	1	1	1	2	1
2041475	1	1	1	1	1	1	1	1	1	1	1	1
2028209	1	1	1	1	1	1	1	1	1	1	1	1
201967	1	1	1	1	1	1	1	1	1	1	1	1
2015880	1	1	1	1	1	1	1	1	1	1	1	1
2014919	1	1	1	1	1	1	1	1	1	1	1	1
2006739	1	1	1	1	1	1	1	1	1	1	1	1
1990574	1	1	1	1	1	1	1	1	1	1	1	1
1981029	1	1	1	1	1	1	1	1	1	1	1	1
1974740	1	1	1	1	1	1	1	1	1	1	1	1
1973571	1	1	1	1	1	1	1	1	1	1	1	1
1970989	1	1	2	1	1	1	1	1	1	2	1	1
1970226	2	1	1	1	1	1	1	1	1	1	1	2
1882499	1	1	1	1	1	1	1	1	1	1	1	1
18667	1	1	1	1	1	1	1	1	1	1	1	2
1848971	1	1	1	1	1	1	1	1	1	1	1	1
1839331	1	1	1	1	1	1	1	1	1	1	1	1
1823763	1	1	2	1	1	1	1	1	1	1	1	1
174506	1	1	1	1	1	5	1	1	1	1	1	1
1737621	1	1	1	1	1	1	1	1	1	1	1	1
1706151	1	1	1	1	1	1	1	1	1	1	1	1
1702420	1	1	1	1	1	1	1	1	1	1	1	1
1701688	2	1	1	1	1	1	1	1	1	1	1	1
161959	1	1	1	1	1	1	1	1	1	1	1	1
1586017	1	1	1	1	1	1	1	1	1	1	1	1
1581536	1	1	1	1	1	1	1	1	1	1	1	1
1573648	1	1	1	1	1	1	1	1	1	1	1	1
1546891	1	1	1	1	1	1	1	1	1	1	1	1
1545564	1	1	1	1	1	1	1	1	1	1	1	1
1542841	1	1	1	1	1	1	1	1	1	1	2	1
1533281	1	1	1	1	1	1	1	1	1	1	1	1
1527458	1	1	1	1	1	1	1	1	1	1	1	1
1519783	1	1	1	1	1	1	1	1	1	1	1	1
146436	1	1	1	1	1	1	1	1	1	1	1	1
1460463	1	1	1	1	1	1	1	1	1	1	1	1
1442391	1	1	1	1	1	1	1	1	1	1	1	1
1437708	1	1	1	1	1	1	1	1	1	1	1	2
1387152	1	1	1	1	1	1	1	1	1	1	1	1
1380585	1	1	1	1	1	1	1	1	1	1	1	1
1379196	1	1	1	1	1	1	1	1	1	1	1	1
137349	1	1	1	1	1	1	1	1	1	1	1	1
1365007	1	1	1	1	1	1	1	1	1	1	1	1
1348459	1	1	1	1	1	1	1	1	1	1	1	1
1347282	1	1	1	1	1	1	1	1	1	2	1	1
1339142	1	1	1	1	1	1	1	1	1	1	1	1
1332121	1	1	1	1	1	1	1	1	1	1	1	1
1312341	1	1	1	1	1	1	1	1	1	1	1	1
129749	1	1	1	1	1	9	1	1	1	1	1	1
1276135	1	1	1	1	1	1	1	1	1	1	1	1
1274546	1	1	1	1	1	1	1	1	1	1	1	1
1274481	1	1	1	1	1	1	1	1	1	1	1	1
1250632	1	1	1	1	1	1	1	1	1	1	1	1
1209060	1	1	1	1	1	1	1	1	1	1	1	1
1170335	1	1	1	1	1	1	1	1	1	1	1	1
1165435	1	1	1	1	1	1	1	1	1	1	1	1
1164702	9	1	1	1	1	1	1	1	1	1	1	1
1134960	1	1	1	1	1	1	1	1	1	1	1	1
1126436	1	1	1	1	1	1	1	1	1	1	1	1
1108819	1	1	1	1	1	1	1	1	1	1	1	1
1101447	1	1	3	1	1	1	1	1	1	1	1	1
1095948	1	1	1	1	1	1	1	1	1	1	1	1
109556	1	1	1	1	1	1	1	1	1	1	1	1
1072544	1	1	1	1	1	4	1	1	1	1	1	2
1059491	1	2	4	3	4	1	1	1	4	1	1	1
1044588	1	1	1	1	1	1	1	1	1	1	1	1
1027769	1	1	1	1	1	1	1	1	1	1	1	1
1017467	1	1	1	1	1	1	1	1	1	1	1	1
1006455	1	1	1	1	1	1	1	1	1	1	1	1
1005263	1	1	1	1	1	1	1	1	1	1	1	1
778721	1	1	2	1	1	1	1	1	2	1	1	1
471681	1	1	1	1	1	1	1	1	2	1	1	1
4207794	1	1	1	1	1	1	1	1	2	1	1	1
3992770	1	1	1	1	1	1	1	1	2	1	1	1
2250844	1	1	1	1	1	1	1	1	2	1	1	1
218926	1	1	1	1	2	1	1	1	2	1	1	1
2041961	1	1	1	1	1	1	1	1	2	1	1	1
137764	1	1	1	1	1	1	1	1	2	1	1	1
869528	1	1	1	2	1	1	1	1	1	1	1	1
868961	1	1	1	1	1	1	1	1	1	1	1	1
83365	1	1	1	1	1	1	1	1	1	1	1	1
763901	1	1	1	1	1	1	1	1	1	1	1	1
70220	1	1	1	1	1	1	1	1	1	1	1	1
64781	1	1	1	1	1	3	1	1	1	1	1	1
623320	1	1	1	1	1	1	1	1	1	1	1	1
603886	1	3	1	1	1	1	1	1	1	1	1	1
587825	1	1	1	1	1	1	1	1	1	1	1	1
559247	1	1	1	1	1	1	1	1	1	1	2	4
554281	1	1	1	1	1	1	1	1	1	1	1	1
52522	1	1	1	1	1	14	1	1	1	1	1	1
44830	1	1	1	1	1	1	1	1	1	1	1	1
4310776	1	1	1	2	1	1	1	1	1	1	1	1
4151410	1	1	1	1	1	30	1	1	1	1	1	1
3993441	1	1	1	1	1	1	1	1	1	1	1	1
3872623	1	1	2	1	1	1	1	1	1	1	1	1
3853636	1	1	1	1	1	1	1	1	1	1	1	1
3831438	1	1	1	1	1	1	1	1	1	1	1	1
3824889	1	1	1	1	1	1	1	1	1	1	1	2
3781584	1	1	1	1	1	1	1	1	1	1	1	1
3780915	1	1	1	1	1	1	1	1	1	1	1	3
376116	1	1	1	1	1	1	1	1	1	1	1	1
3735569	1	1	1	1	1	1	1	1	1	1	1	1
3733235	1	1	1	1	1	1	1	1	1	1	1	1
3661068	1	1	1	1	1	1	1	1	1	1	1	1
3556706	1	1	1	1	1	1	1	1	1	1	1	1
322627	1	1	1	1	1	1	1	1	1	1	1	1
3212313	1	1	1	1	1	1	1	1	1	1	1	1
3169501	1	1	1	1	1	1	1	1	1	1	1	1
3150846	1	1	1	1	1	1	1	1	1	1	1	1
3083053	1	1	1	1	1	1	1	1	1	1	1	1
3036683	1	1	1	1	1	1	1	1	1	1	1	1
3036631	1	1	1	1	1	1	1	1	1	1	1	1
2998469	1	1	1	1	1	1	1	1	1	1	1	1
293716	1	1	1	1	1	1	1	1	1	1	1	1
2920153	1	1	1	1	1	1	1	1	1	1	1	1
2830680	1	1	1	1	1	1	1	1	1	1	1	1
2799364	1	1	1	1	1	1	1	1	1	1	1	1
2709713	1	1	1	1	1	2	1	1	1	1	1	1
2694708	1	1	1	1	1	1	1	1	1	1	1	1
267471	1	1	1	1	1	1	1	1	1	1	1	1
2611703	1	1	1	1	1	1	1	1	1	1	2	1
2557529	1	1	1	1	1	1	1	1	1	1	1	1
2501231	1	1	1	1	1	1	1	1	1	1	1	1
230600	1	1	1	1	1	1	1	1	1	2	1	1
2258319	1	1	1	1	1	1	1	1	1	1	1	1
224177	1	1	1	1	1	1	1	1	1	1	1	1
2204047	1	1	1	1	1	1	1	1	1	1	1	1
2194087	1	1	1	1	1	1	1	1	1	1	1	1
2188073	2	1	2	1	1	1	1	1	1	1	1	1
2179058	1	1	1	1	1	1	1	1	1	1	1	1
2164617	1	1	1	1	1	1	1	1	1	1	1	1
2160148	1	1	1	1	1	1	1	1	1	1	1	1
2147597	1	1	1	1	1	1	1	1	1	1	1	1
2142093	1	1	1	1	1	1	1	1	1	1	1	1
2075367	1	1	1	1	1	1	1	1	1	1	1	1
2043197	1	1	1	1	1	1	1	1	1	1	1	1
1997419	1	1	1	1	1	1	1	1	1	1	1	1
198718	1	1	2	1	1	1	1	1	1	1	1	1
1880994	1	1	1	1	1	1	1	1	1	1	2	1
1871062	1	1	1	1	1	1	1	1	1	1	1	1
1838262	1	1	1	1	1	1	1	1	1	1	1	1
1825993	1	1	1	1	1	1	1	1	1	1	1	1
1631060	1	1	1	1	1	1	1	1	1	1	1	1
1600238	1	1	1	1	1	1	1	1	1	1	1	1
1595286	1	1	2	1	1	1	1	1	1	2	1	1
1564882	1	1	1	1	1	1	1	1	1	1	1	1
154116	1	1	1	1	1	1	1	1	1	1	1	1
1527589	2	1	1	1	1	1	1	1	1	1	1	1
1504922	1	1	1	1	1	1	1	1	1	1	1	1
1443519	1	1	1	1	1	1	1	1	1	1	1	1
1419555	1	1	1	1	1	1	1	1	1	1	1	1
1363840	1	1	1	1	1	1	1	1	1	1	1	1
1284167	1	1	1	1	1	1	1	1	1	1	1	1
1250504	2	1	2	2	1	1	1	1	1	1	1	1
1174761	1	1	1	1	1	1	1	1	1	1	1	1
1103094	1	1	1	1	1	1	1	1	1	1	1	1
1049006	1	1	1	1	1	3	1	1	1	1	1	1
1020576	1	1	1	1	1	1	1	1	1	1	1	1
4182316	4	1	1	3	1	1	1	1	1	1	1	4
1705065	1	1	1	3	1	1	1	1	1	1	1	1
4276529	1	1	1	2	1	1	1	1	1	1	1	1
375033	1	1	1	2	1	32	1	1	1	1	1	1
3383688	1	1	1	2	1	1	1	1	1	1	1	1
3247017	1	1	1	2	1	1	1	1	1	1	1	1
3006557	1	1	1	2	1	1	1	1	1	1	1	1
2956254	1	1	1	2	1	20	1	1	1	1	1	1
2622516	1	1	1	2	1	1	1	1	1	1	1	1
2122177	1	1	1	2	1	1	1	1	1	1	1	1
1707205	1	1	1	2	1	1	1	1	1	1	1	1
1637317	1	1	1	2	1	1	1	1	1	1	1	1
1435427	1	1	1	2	1	1	1	1	1	1	1	1
937379	1	1	1	1	1	1	1	1	1	1	1	1
908567	1	1	1	1	1	1	1	1	1	1	1	1
87364	1	1	1	1	1	1	1	1	1	1	1	1
86475	1	1	1	1	1	1	1	1	1	1	1	1
683163	1	1	1	1	1	1	1	1	1	1	1	1
654800	1	1	1	1	1	1	1	1	1	1	1	1
65296	1	1	1	1	1	1	1	1	1	1	1	1
636836	1	1	2	1	1	1	1	1	1	1	1	1
609118	1	1	1	1	1	1	1	1	1	1	1	1
539305	1	1	1	1	1	1	1	1	1	1	1	1
502767	1	1	1	1	1	1	1	1	1	1	1	1
457182	1	1	1	1	1	1	1	1	1	1	1	1
4379575	1	1	1	1	1	1	1	1	1	1	1	1
4343509	1	1	1	1	1	1	1	1	1	1	1	1
431853	1	1	1	1	1	2	1	1	1	1	1	2
4297780	1	1	1	1	1	1	1	1	1	1	1	1
428478	1	1	1	1	1	1	1	1	1	1	1	1
426096	1	1	1	1	1	1	1	1	1	1	1	1
4244262	1	1	1	1	1	1	1	1	1	1	1	1
4165288	1	1	1	1	1	1	1	1	1	1	1	1
4152001	1	1	1	1	1	1	1	1	1	1	1	1
4071741	1	1	1	1	1	1	1	1	1	1	1	1
4060629	1	1	1	1	1	1	1	1	1	1	1	1
4049794	1	1	1	1	1	5	1	1	1	1	1	1
3978784	1	1	1	1	1	1	1	1	1	1	1	1
3894935	1	1	1	1	1	1	1	1	1	1	1	1
3890666	1	1	1	1	1	1	1	1	1	1	1	1
3829257	1	1	1	1	1	1	1	1	1	1	1	1
3820646	1	1	1	1	1	1	1	1	1	1	1	1
3747468	1	1	1	1	1	1	1	1	1	1	1	1
3717878	1	1	1	1	1	1	1	1	1	1	1	1
3699018	1	1	1	1	1	1	1	1	1	1	1	1
3685494	1	1	1	1	1	1	1	1	1	1	1	1
3672988	1	1	1	1	1	1	1	1	1	1	1	1
35892	2	1	1	1	1	1	1	1	1	1	1	1
3467242	1	1	1	1	1	1	1	1	1	1	1	1
3431770	1	1	1	1	1	1	1	1	1	1	1	1
3366147	1	1	1	1	1	1	1	1	1	1	1	1
3306037	1	1	2	1	1	1	1	1	1	1	1	1
3288701	1	1	1	1	1	1	1	1	1	1	1	1
3278953	1	1	1	1	1	1	1	1	1	1	1	1
3258669	1	1	1	1	1	1	1	1	1	1	1	1
3208538	1	1	1	1	1	1	1	1	1	1	1	1
3186759	1	1	1	1	1	1	1	1	1	1	1	1
3184305	1	1	1	1	1	1	1	1	1	1	1	1
3167482	1	1	1	1	1	1	1	1	1	1	1	1
315224	1	1	1	1	1	1	1	1	1	1	1	1
3088468	1	1	1	1	1	1	1	1	1	1	1	1
307919	1	1	1	1	1	1	1	1	1	1	1	1
305178	2	1	1	1	1	1	1	1	1	1	1	1
2913087	1	1	1	1	1	1	1	1	1	1	1	1
2908936	1	1	1	1	1	1	1	1	1	1	1	1
2772421	1	1	1	1	1	1	1	1	1	1	1	1
2758306	1	1	1	1	1	1	1	1	1	1	1	1
2667600	1	1	1	1	1	1	1	1	1	1	1	1
2623071	2	1	1	1	1	1	1	1	1	1	1	1
2619094	1	1	1	1	1	1	1	1	1	1	1	1
2617721	1	1	1	1	1	1	1	1	1	1	1	1
2596597	1	1	1	1	1	1	1	1	1	1	1	1
2592552	1	1	1	1	1	1	1	1	1	1	1	1
2570347	1	1	1	1	1	1	1	1	1	1	1	1
2561922	1	1	1	1	1	1	1	1	1	1	1	2
2525251	1	1	1	1	1	1	1	1	1	1	1	1
2522222	1	1	1	1	1	1	1	1	1	1	1	1
2493604	1	1	1	1	1	1	1	1	1	1	1	1
2374261	1	1	1	1	1	1	1	1	1	1	1	1
2340122	1	1	1	1	1	1	1	1	1	1	1	1
2328820	1	1	1	1	1	1	1	1	1	1	1	1
2322846	1	1	1	1	1	1	1	1	1	1	1	1
2314543	1	1	1	1	1	1	1	1	1	1	1	1
231385	1	1	1	1	1	1	1	1	1	1	1	1
2214028	1	1	1	1	1	1	1	1	1	1	1	1
2196352	1	1	1	1	1	1	1	1	1	1	1	1
