TA position	Plate	Row	Column	Well Hits	Location	Annotation
615479	22	H	12	2	gene	ID=gene572;Name=gabP;gbkey=Gene;gene=gabP;gene_biotype=protein_coding;locus_tag=ERDMAN_0573
1035963	23	A	1	1	gene	ID=gene1031;Name=pknD;gbkey=Gene;gene=pknD;gene_biotype=protein_coding;locus_tag=ERDMAN_1032
1673819	23	A	3	1	gene	ID=gene1659;Name=ERDMAN_1660;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1660
4170957	23	A	5	1	gene	ID=gene4095;Name=PPE66;gbkey=Gene;gene=PPE66;gene_biotype=protein_coding;locus_tag=ERDMAN_4096
540441	23	A	7	1	gene	ID=gene492;Name=mmpL4;gbkey=Gene;gene=mmpL4;gene_biotype=protein_coding;locus_tag=ERDMAN_0493
1214567	23	A	8	1	gene	ID=gene1218;Name=celA2b;gbkey=Gene;gene=celA2b;gene_biotype=protein_coding;locus_tag=ERDMAN_1219
2685591	23	A	9	1	gene	ID=gene2636;Name=subI;gbkey=Gene;gene=subI;gene_biotype=protein_coding;locus_tag=ERDMAN_2637
680364	23	A	11	1	gene	ID=gene641;Name=ERDMAN_0642;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0642
428568	23	B	1	1	gene	ID=gene393;Name=PPE8;gbkey=Gene;gene=PPE8;gene_biotype=protein_coding;locus_tag=ERDMAN_0394
3304905	23	B	3	1	gene	ID=gene3245;Name=ERDMAN_3246;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3246
577235	23	B	4	1	gene	ID=gene531;Name=ERDMAN_0532;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0532
4112358	23	B	9	1	gene	ID=gene4040;Name=ERDMAN_4041;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_4041
2686477	23	B	11	1	gene	ID=gene2636;Name=subI;gbkey=Gene;gene=subI;gene_biotype=protein_coding;locus_tag=ERDMAN_2637
2074778	23	C	1	1	gene	ID=gene2024;Name=ERDMAN_2025;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2025
1310257	23	C	3	1	gene	ID=gene1321;Name=ERDMAN_1322;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1322
2133013	23	C	4	1	intergenic/unannotated	NA
2199435	23	C	6	1	gene	ID=gene2162;Name=yrbE3A;gbkey=Gene;gene=yrbE3A;gene_biotype=protein_coding;locus_tag=ERDMAN_2163
1240297	23	C	8	1	gene	ID=gene1249;Name=ERDMAN_1250;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1250
2481990	23	C	10	1	gene	ID=gene2439;Name=glnE;gbkey=Gene;gene=glnE;gene_biotype=protein_coding;locus_tag=ERDMAN_2440
262203	23	C	11	1	gene	ID=gene246;Name=lipC;gbkey=Gene;gene=lipC;gene_biotype=protein_coding;locus_tag=ERDMAN_0247
3969072	23	D	1	1	gene	ID=gene3892;Name=ERDMAN_3893;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3893
4367808	23	D	2	1	gene	ID=gene4279;Name=ERDMAN_4280;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_4280
1669725	23	D	3	1	gene	ID=gene1653;Name=ERDMAN_1654;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1654
3617140	23	D	4	1	gene	ID=gene3565;Name=alkB;gbkey=Gene;gene=alkB;gene_biotype=protein_coding;locus_tag=ERDMAN_3566
930633	23	D	7	1	gene	ID=gene926;Name=ERDMAN_0927;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0927
4174072	23	D	8	1	gene	ID=gene4100;Name=ERDMAN_4101;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_4101
2780691	23	D	12	1	gene	ID=gene2730;Name=lipQ;gbkey=Gene;gene=lipQ;gene_biotype=protein_coding;locus_tag=ERDMAN_2731
1305068	23	E	1	2	gene	ID=gene1317;Name=fadH;gbkey=Gene;gene=fadH;gene_biotype=protein_coding;locus_tag=ERDMAN_1318
549211	23	E	1	2	intergenic/unannotated	NA
3432312	23	E	2	1	intergenic/unannotated	NA
1691389	23	E	3	1	gene	ID=gene1680;Name=ERDMAN_1681;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1681
4056358	23	E	4	2	intergenic/unannotated	NA
928556	23	E	4	2	gene	ID=gene924;Name=lpqQ;gbkey=Gene;gene=lpqQ;gene_biotype=protein_coding;locus_tag=ERDMAN_0925
3726293	23	E	5	1	intergenic/unannotated	NA
1810286	23	E	10	1	gene	ID=gene1784;Name=cya;gbkey=Gene;gene=cya;gene_biotype=protein_coding;locus_tag=ERDMAN_1785
441561	23	E	11	1	gene	ID=gene401;Name=mgtE;gbkey=Gene;gene=mgtE;gene_biotype=protein_coding;locus_tag=ERDMAN_0402
2821624	23	F	1	1	intergenic/unannotated	NA
3585540	23	F	3	1	gene	ID=gene3536;Name=ERDMAN_3537;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3537
2906158	23	F	4	1	gene	ID=gene2848;Name=fadD9;gbkey=Gene;gene=fadD9;gene_biotype=protein_coding;locus_tag=ERDMAN_2849
2880799	23	F	5	1	gene	ID=gene2825;Name=ERDMAN_2826;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2826
3656821	23	F	6	1	gene	ID=gene3605;Name=lat;gbkey=Gene;gene=lat;gene_biotype=protein_coding;locus_tag=ERDMAN_3606
1838591	23	F	7	1	gene	ID=gene1809;Name=ERDMAN_1810;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1810
2531580	23	F	11	1	gene	ID=gene2489;Name=cyp124;gbkey=Gene;gene=cyp124;gene_biotype=protein_coding;locus_tag=ERDMAN_2490
3752713	23	F	12	1	gene	ID=gene3676;Name=ERDMAN_3677;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3677
4166968	23	G	1	1	intergenic/unannotated	NA
4107860	23	G	3	1	intergenic/unannotated	NA
3071270	23	G	4	1	gene	ID=gene3042;Name=ERDMAN_3043;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3043
4282650	23	G	6	1	gene	ID=gene4193;Name=ERDMAN_4194;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_4194
2558440	23	G	7	1	intergenic/unannotated	NA
3015613	23	G	8	1	gene	ID=gene2976;Name=ERDMAN_2977;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2977
1137807	23	G	10	1	gene	ID=gene1134;Name=ERDMAN_1135;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1135
1435861	23	G	11	1	gene	ID=gene1433;Name=ERDMAN_1434;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1434
2281293	23	H	3	2	gene	ID=gene2251;Name=ERDMAN_2252;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2252
438218	23	H	3	2	gene	ID=gene398;Name=ERDMAN_0399;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0399
1704393	23	H	4	2	gene	ID=gene1693;Name=ERDMAN_1694;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1694
3780934	23	H	4	2	intergenic/unannotated	NA
1311310	23	H	6	1	gene	ID=gene1321;Name=ERDMAN_1322;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1322
3259952	23	H	8	1	gene	ID=gene3216;Name=ppsE;gbkey=Gene;gene=ppsE;gene_biotype=protein_coding;locus_tag=ERDMAN_3217
1210607	23	H	9	1	gene	ID=gene1212;Name=ERDMAN_1213;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1213
1139764	23	H	10	1	gene	ID=gene1135;Name=mfd;gbkey=Gene;gene=mfd;gene_biotype=protein_coding;locus_tag=ERDMAN_1136
3516847	24	A	1	1	intergenic/unannotated	NA
3177575	24	A	2	1	gene	ID=gene3155;Name=mpt53;gbkey=Gene;gene=mpt53;gene_biotype=protein_coding;locus_tag=ERDMAN_3156
176653	24	A	3	1	intergenic/unannotated	NA
1593021	24	A	4	1	gene	ID=gene1583;Name=ERDMAN_1584;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1584
1503652	24	A	5	2	gene	ID=gene1495;Name=cysM;gbkey=Gene;gene=cysM;gene_biotype=protein_coding;locus_tag=ERDMAN_1496
3023327	24	A	5	2	gene	ID=gene2984;Name=fadE20;gbkey=Gene;gene=fadE20;gene_biotype=protein_coding;locus_tag=ERDMAN_2985
3461879	24	A	7	2	gene	ID=gene3402;Name=agpS;gbkey=Gene;gene=agpS;gene_biotype=protein_coding;locus_tag=ERDMAN_3403
3903873	24	A	7	2	gene	ID=gene3834;Name=mce4F;gbkey=Gene;gene=mce4F;gene_biotype=protein_coding;locus_tag=ERDMAN_3835
475406	24	A	8	1	gene	ID=gene435;Name=ERDMAN_0436;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0436
3336280	24	A	9	1	gene	ID=gene3275;Name=ERDMAN_3276;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3276
2982562	24	A	10	1	gene	ID=gene2940;Name=echA15;gbkey=Gene;gene=echA15;gene_biotype=protein_coding;locus_tag=ERDMAN_2941
3349271	24	A	11	1	gene	ID=gene3290;Name=ilvH;gbkey=Gene;gene=ilvH;gene_biotype=protein_coding;locus_tag=ERDMAN_3291
3514698	24	A	12	1	gene	ID=gene3459;Name=PPE53;gbkey=Gene;gene=PPE53;gene_biotype=protein_coding;locus_tag=ERDMAN_3460
2671019	24	B	2	1	gene	ID=gene2623;Name=hemN;gbkey=Gene;gene=hemN;gene_biotype=protein_coding;locus_tag=ERDMAN_2624
3656029	24	B	4	1	gene	ID=gene3605;Name=lat;gbkey=Gene;gene=lat;gene_biotype=protein_coding;locus_tag=ERDMAN_3606
2934462	24	B	5	1	intergenic/unannotated	NA
3182731	24	B	8	1	intergenic/unannotated	NA
2637182	24	B	9	1	gene	ID=gene2598;Name=ERDMAN_2599;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2599
693894	24	B	10	1	gene	ID=gene651;Name=lprL;gbkey=Gene;gene=lprL;gene_biotype=protein_coding;locus_tag=ERDMAN_0652
2565195	24	C	1	1	gene	ID=gene2523;Name=ERDMAN_2524;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2524
1281308	24	C	2	1	gene	ID=gene1296;Name=ERDMAN_1297;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1297
1482026	24	C	3	1	gene	ID=gene1476;Name=ERDMAN_1477;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1477
3941064	24	C	6	1	gene	ID=gene3862;Name=ltp3;gbkey=Gene;gene=ltp3;gene_biotype=protein_coding;locus_tag=ERDMAN_3863
1202108	24	C	7	1	gene	ID=gene1202;Name=pra;gbkey=Gene;gene=pra;gene_biotype=protein_coding;locus_tag=ERDMAN_1203
3831992	24	C	9	1	gene	ID=gene3754;Name=ERDMAN_3755;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3755
2592790	24	C	10	1	gene	ID=gene2557;Name=ERDMAN_2558;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2558
988868	24	C	11	1	gene	ID=gene984;Name=ERDMAN_0985;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0985
1567063	24	C	12	2	intergenic/unannotated	NA
2560331	24	C	12	2	intergenic/unannotated	NA
199735	24	D	1	1	gene	ID=gene194;Name=mce1B;gbkey=Gene;gene=mce1B;gene_biotype=protein_coding;locus_tag=ERDMAN_0195
4150749	24	D	6	1	intergenic/unannotated	NA
3072179	24	D	7	1	gene	ID=gene3042;Name=ERDMAN_3043;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3043
2249083	24	D	8	1	intergenic/unannotated	NA
1542649	24	D	10	1	gene	ID=gene1533;Name=ERDMAN_1534;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1534
3755783	24	D	11	1	intergenic/unannotated	NA
1666084	24	D	12	1	gene	ID=gene1649;Name=ERDMAN_1650;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1650
1755092	24	E	1	1	gene	ID=gene1732;Name=mmpL6;gbkey=Gene;gene=mmpL6;gene_biotype=protein_coding;locus_tag=ERDMAN_1733
494205	24	E	2	1	gene	ID=gene449;Name=pta;gbkey=Gene;gene=pta;gene_biotype=protein_coding;locus_tag=ERDMAN_0450
3440130	24	E	3	1	gene	ID=gene3377;Name=ERDMAN_3378;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3378
985733	24	E	4	1	gene	ID=gene982;Name=ERDMAN_0983;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0983
1061594	24	E	5	1	intergenic/unannotated	NA
1756741	24	E	7	1	gene	ID=gene1734;Name=ilvA;gbkey=Gene;gene=ilvA;gene_biotype=protein_coding;locus_tag=ERDMAN_1735
2214088	24	E	8	1	gene	ID=gene2177;Name=ERDMAN_2178;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2178
2041016	24	E	10	1	intergenic/unannotated	NA
3639071	24	E	11	1	gene	ID=gene3587;Name=ERDMAN_3588;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3588
96713	24	E	12	1	gene	ID=gene103;Name=ERDMAN_0104;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0104
198205	24	F	2	1	gene	ID=gene193;Name=mce1A;gbkey=Gene;gene=mce1A;gene_biotype=protein_coding;locus_tag=ERDMAN_0194
3075368	24	F	3	1	gene	ID=gene3046;Name=ERDMAN_3047;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3047
2574423	24	F	4	1	gene	ID=gene2537;Name=uspA;gbkey=Gene;gene=uspA;gene_biotype=protein_coding;locus_tag=ERDMAN_2538
3277068	24	F	5	1	intergenic/unannotated	NA
2824792	24	F	6	1	gene	ID=gene2771;Name=PE26;gbkey=Gene;gene=PE26;gene_biotype=protein_coding;locus_tag=ERDMAN_2772
3109854	24	F	7	1	intergenic/unannotated	NA
3109707	24	F	8	1	intergenic/unannotated	NA
2603929	24	F	9	1	gene	ID=gene2567;Name=PE_PGRS39;gbkey=Gene;gene=PE_PGRS39;gene_biotype=protein_coding;locus_tag=ERDMAN_2568
4344655	24	F	10	1	gene	ID=gene4258;Name=mycP1;gbkey=Gene;gene=mycP1;gene_biotype=protein_coding;locus_tag=ERDMAN_4259
2823278	24	F	11	1	intergenic/unannotated	NA
213162	24	F	12	1	gene	ID=gene206;Name=sigG;gbkey=Gene;gene=sigG;gene_biotype=protein_coding;locus_tag=ERDMAN_0207
542338	24	G	1	1	gene	ID=gene492;Name=mmpL4;gbkey=Gene;gene=mmpL4;gene_biotype=protein_coding;locus_tag=ERDMAN_0493
2096387	24	G	2	1	gene	ID=gene2045;Name=modA;gbkey=Gene;gene=modA;gene_biotype=protein_coding;locus_tag=ERDMAN_2046
4207589	24	G	4	1	gene	ID=gene4144;Name=ERDMAN_4145;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_4145
2048112	24	G	5	1	gene	ID=gene2003;Name=erg3;gbkey=Gene;gene=erg3;gene_biotype=protein_coding;locus_tag=ERDMAN_2004
1674073	24	G	6	1	gene	ID=gene1660;Name=ERDMAN_1661;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1661
2155526	24	G	7	1	gene	ID=gene2109;Name=PPE34;gbkey=Gene;gene=PPE34;gene_biotype=protein_coding;locus_tag=ERDMAN_2110
1373253	24	G	8	1	gene	ID=gene1376;Name=ERDMAN_1377;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1377
3641462	24	G	9	1	gene	ID=gene3588;Name=ERDMAN_3589;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3589
2078332	24	G	10	1	gene	ID=gene2026;Name=ERDMAN_2027;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2027
1104166	24	G	11	1	intergenic/unannotated	NA
1876225	24	G	12	1	gene	ID=gene1832;Name=cyp139;gbkey=Gene;gene=cyp139;gene_biotype=protein_coding;locus_tag=ERDMAN_1833
850248	24	H	2	1	gene	ID=gene835;Name=ERDMAN_0836;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0836
1859222	24	H	3	1	gene	ID=gene1827;Name=pks7;gbkey=Gene;gene=pks7;gene_biotype=protein_coding;locus_tag=ERDMAN_1828
1633042	24	H	4	1	gene	ID=gene1619;Name=qor;gbkey=Gene;gene=qor;gene_biotype=protein_coding;locus_tag=ERDMAN_1620
702866	24	H	6	1	gene	ID=gene664;Name=ERDMAN_0665;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0665
887266	24	H	7	1	gene	ID=gene878;Name=ERDMAN_0879;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0879
2228034	24	H	10	1	gene	ID=gene2194;Name=ctpG;gbkey=Gene;gene=ctpG;gene_biotype=protein_coding;locus_tag=ERDMAN_2195
3300551	24	H	11	1	gene	ID=gene3241;Name=ERDMAN_3242;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3242
2521372	24	H	12	1	gene	ID=gene2481;Name=ERDMAN_2482;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2482
1523005	25	A	1	1	gene	ID=gene1516;Name=ERDMAN_1517;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1517
221120	25	A	2	1	intergenic/unannotated	NA
103604	25	A	3	3	gene	ID=gene109;Name=ERDMAN_0110;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0110
1772791	25	A	3	3	gene	ID=gene1747;Name=ERDMAN_1748;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1748
3868385	25	A	3	3	gene	ID=gene3793;Name=ERDMAN_3794;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3794
111909	25	A	4	2	gene	ID=gene117;Name=nrp;gbkey=Gene;gene=nrp;gene_biotype=protein_coding;locus_tag=ERDMAN_0118
2033416	25	A	4	2	gene	ID=gene1990;Name=PPE29;gbkey=Gene;gene=PPE29;gene_biotype=protein_coding;locus_tag=ERDMAN_1991
4166552	25	A	5	1	gene	ID=gene4091;Name=ERDMAN_4092;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_4092
358679	25	A	6	2	gene	ID=gene327;Name=tam;gbkey=Gene;gene=tam;gene_biotype=protein_coding;locus_tag=ERDMAN_0328
938280	25	A	6	2	gene	ID=gene934;Name=narL;gbkey=Gene;gene=narL;gene_biotype=protein_coding;locus_tag=ERDMAN_0935
258870	25	A	7	1	gene	ID=gene242;Name=ERDMAN_0243;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0243
367883	25	A	8	1	gene	ID=gene338;Name=PPE5;gbkey=Gene;gene=PPE5;gene_biotype=protein_coding;locus_tag=ERDMAN_0339
1001285	25	A	9	1	gene	ID=gene993;Name=ompA;gbkey=Gene;gene=ompA;gene_biotype=protein_coding;locus_tag=ERDMAN_0994
3092434	25	A	10	1	gene	ID=gene3062;Name=ERDMAN_3063;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3063
368853	25	A	11	1	gene	ID=gene338;Name=PPE5;gbkey=Gene;gene=PPE5;gene_biotype=protein_coding;locus_tag=ERDMAN_0339
2042536	25	A	12	2	gene	ID=gene1997;Name=PPE33;gbkey=Gene;gene=PPE33;gene_biotype=protein_coding;locus_tag=ERDMAN_1998
2670731	25	A	12	2	gene	ID=gene2622;Name=ERDMAN_2623;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2623
3496604	25	B	1	1	gene	ID=gene3443;Name=PPE52;gbkey=Gene;gene=PPE52;gene_biotype=protein_coding;locus_tag=ERDMAN_3444
4171694	25	B	2	1	intergenic/unannotated	NA
1519197	25	B	3	1	gene	ID=gene1512;Name=ERDMAN_1513;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1513
3213193	25	B	4	1	gene	ID=gene3196;Name=ffh;gbkey=Gene;gene=ffh;gene_biotype=protein_coding;locus_tag=ERDMAN_3197
1175028	25	B	5	1	gene	ID=gene1172;Name=ERDMAN_1173;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1173
1768006	25	B	6	1	intergenic/unannotated	NA
2229468	25	B	7	2	gene	ID=gene2197;Name=ERDMAN_2198;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2198
2567488	25	B	7	2	intergenic/unannotated	NA
2527826	25	B	8	1	gene	ID=gene2486;Name=ERDMAN_2487;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2487
2567205	25	B	9	1	gene	ID=gene2528;Name=ERDMAN_2529;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2529
3895115	25	B	11	1	intergenic/unannotated	NA
2751268	25	B	12	1	gene	ID=gene2705;Name=ERDMAN_2706;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2706
2611940	25	C	1	1	intergenic/unannotated	NA
740133	25	C	2	1	gene	ID=gene712;Name=mmaA2;gbkey=Gene;gene=mmaA2;gene_biotype=protein_coding;locus_tag=ERDMAN_0713
317145	25	C	3	2	gene	ID=gene293;Name=oplA;gbkey=Gene;gene=oplA;gene_biotype=protein_coding;locus_tag=ERDMAN_0294
599661	25	C	3	2	gene	ID=gene556;Name=mmpL2;gbkey=Gene;gene=mmpL2;gene_biotype=protein_coding;locus_tag=ERDMAN_0557
1691206	25	C	4	1	gene	ID=gene1680;Name=ERDMAN_1681;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1681
833217	25	C	5	1	gene	ID=gene813;Name=ERDMAN_0814;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0814
2485356	25	C	6	1	gene	ID=gene2441;Name=ERDMAN_2442;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2442
2998831	25	C	7	1	intergenic/unannotated	NA
2688222	25	C	9	1	gene	ID=gene2639;Name=ERDMAN_2640;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2640
4124294	25	C	11	1	gene	ID=gene4052;Name=ERDMAN_4053;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_4053
2532496	25	C	12	2	gene	ID=gene2489;Name=cyp124;gbkey=Gene;gene=cyp124;gene_biotype=protein_coding;locus_tag=ERDMAN_2490
3865052	25	C	12	2	intergenic/unannotated	NA
780208	25	D	1	1	gene	ID=gene747;Name=mmpS5;gbkey=Gene;gene=mmpS5;gene_biotype=protein_coding;locus_tag=ERDMAN_0748
2126295	25	D	2	1	gene	ID=gene2077;Name=fbpB;gbkey=Gene;gene=fbpB;gene_biotype=protein_coding;locus_tag=ERDMAN_2078
838227	25	D	3	1	gene	ID=gene821;Name=ERDMAN_0822;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0822
3903920	25	D	4	1	gene	ID=gene3834;Name=mce4F;gbkey=Gene;gene=mce4F;gene_biotype=protein_coding;locus_tag=ERDMAN_3835
139540	25	D	5	1	gene	ID=gene134;Name=ERDMAN_0135;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0135
498044	25	D	6	1	gene	ID=gene451;Name=pknG;gbkey=Gene;gene=pknG;gene_biotype=protein_coding;locus_tag=ERDMAN_0452
1916851	25	D	7	1	gene	ID=gene1873;Name=PPE23;gbkey=Gene;gene=PPE23;gene_biotype=protein_coding;locus_tag=ERDMAN_1874
4009356	25	D	8	2	gene	ID=gene3933;Name=ERDMAN_3934;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3934
4258071	25	D	8	2	gene	ID=gene4177;Name=PE_PGRS62;gbkey=Gene;gene=PE_PGRS62;gene_biotype=protein_coding;locus_tag=ERDMAN_4178
3407160	25	D	9	1	gene	ID=gene3347;Name=cyp136;gbkey=Gene;gene=cyp136;gene_biotype=protein_coding;locus_tag=ERDMAN_3348
3831809	25	D	11	1	intergenic/unannotated	NA
242637	25	D	12	1	intergenic/unannotated	NA
2965852	25	E	1	2	intergenic/unannotated	NA
3871368	25	E	1	2	intergenic/unannotated	NA
252933	25	E	2	3	intergenic/unannotated	NA
2539638	25	E	2	3	intergenic/unannotated	NA
737212	25	E	2	3	intergenic/unannotated	NA
666893	25	E	3	1	gene	ID=gene626;Name=ERDMAN_0627;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0627
1533220	25	E	4	1	intergenic/unannotated	NA
3345341	25	E	5	1	intergenic/unannotated	NA
1612812	25	E	6	1	gene	ID=gene1600;Name=bisC;gbkey=Gene;gene=bisC;gene_biotype=protein_coding;locus_tag=ERDMAN_1601
2017940	25	E	7	1	gene	ID=gene1976;Name=PE18;gbkey=Gene;gene=PE18;gene_biotype=protein_coding;locus_tag=ERDMAN_1977
4052158	25	E	8	1	gene	ID=gene3975;Name=ERDMAN_3976;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3976
4319350	25	E	9	1	intergenic/unannotated	NA
2637018	25	E	10	1	gene	ID=gene2598;Name=ERDMAN_2599;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2599
2967464	25	E	11	1	gene	ID=gene2922;Name=ERDMAN_2923;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2923
609792	25	E	12	1	gene	ID=gene565;Name=ERDMAN_0566;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0566
4374259	25	F	1	1	intergenic/unannotated	NA
2489184	25	F	2	1	intergenic/unannotated	NA
1725885	25	F	3	1	intergenic/unannotated	NA
2035291	25	F	4	1	gene	ID=gene1991;Name=PPE30;gbkey=Gene;gene=PPE30;gene_biotype=protein_coding;locus_tag=ERDMAN_1992
4246445	25	F	5	2	intergenic/unannotated	NA
544040	25	F	5	2	gene	ID=gene494;Name=ERDMAN_0495;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0495
1684850	25	F	6	2	gene	ID=gene1671;Name=ERDMAN_1672;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1672
779312	25	F	6	2	gene	ID=gene746;Name=mmpL5;gbkey=Gene;gene=mmpL5;gene_biotype=protein_coding;locus_tag=ERDMAN_0747
1579003	25	F	7	1	gene	ID=gene1567;Name=ribG;gbkey=Gene;gene=ribG;gene_biotype=protein_coding;locus_tag=ERDMAN_1568
2246710	25	F	8	1	gene	ID=gene2209;Name=otsB1;gbkey=Gene;gene=otsB1;gene_biotype=protein_coding;locus_tag=ERDMAN_2210
3807977	25	F	9	1	gene	ID=gene3726;Name=ERDMAN_3727;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3727
3392836	25	F	11	1	gene	ID=gene3332;Name=adhC;gbkey=Gene;gene=adhC;gene_biotype=protein_coding;locus_tag=ERDMAN_3333
2593243	25	F	12	1	gene	ID=gene2558;Name=ERDMAN_2559;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2559
4038907	25	G	2	1	gene	ID=gene3960;Name=ephA;gbkey=Gene;gene=ephA;gene_biotype=protein_coding;locus_tag=ERDMAN_3961
1859516	25	G	4	2	gene	ID=gene1827;Name=pks7;gbkey=Gene;gene=pks7;gene_biotype=protein_coding;locus_tag=ERDMAN_1828
